GRE_Score,TOEFL_Score,SOP,LOR ,CGPA,Admit_Chance,University_Rating_1,University_Rating_2,University_Rating_3,University_Rating_4,University_Rating_5,Research_0,Research_1
324,112,4.5,4.0,9.22,1,0,0,0,1,0,0,1
316,111,4.0,5.0,8.54,0,0,0,0,1,0,1,0
306,103,3.5,3.0,8.21,0,0,0,1,0,0,1,0
309,105,2.5,4.0,7.68,0,0,1,0,0,0,1,0
310,110,1.5,4.0,7.23,0,1,0,0,0,0,0,1
317,106,1.5,3.5,7.65,0,1,0,0,0,0,0,1
318,110,2.5,3.5,8.54,0,1,0,0,0,0,0,1
312,105,1.5,3.0,8.46,0,0,1,0,0,0,1,0
305,104,2.5,1.5,7.79,0,0,1,0,0,0,1,0
332,112,1.5,3.0,8.66,0,1,0,0,0,0,0,1
331,116,4.5,4.5,9.44,1,0,0,0,1,0,0,1
321,114,4.5,4.5,9.16,1,0,0,0,0,1,0,1
324,113,4.0,5.0,9.25,1,0,0,0,0,1,0,1
328,116,4.5,5.0,9.08,1,0,0,0,0,1,0,1
327,118,5.0,5.0,9.67,1,0,0,0,1,0,0,1
320,108,3.5,5.0,8.97,1,0,0,1,0,0,0,1
312,109,2.5,4.0,9.02,1,0,1,0,0,0,1,0
315,101,3.5,4.5,9.13,0,0,0,1,0,0,1,0
320,112,3.0,4.5,8.86,1,0,0,0,1,0,0,1
324,113,4.5,4.5,9.25,1,0,0,0,1,0,0,1
328,116,5.0,3.5,9.6,1,0,0,0,1,0,0,1
319,103,2.5,4.0,8.76,0,0,0,1,0,0,0,1
310,105,3.0,3.5,8.01,0,0,1,0,0,0,1,0
305,102,1.5,2.5,7.64,0,0,1,0,0,0,1,0
299,100,2.0,2.0,7.88,0,0,1,0,0,0,1,0
295,99,2.0,1.5,7.57,0,1,0,0,0,0,1,0
312,100,3.0,3.0,8.53,0,1,0,0,0,0,0,1
329,113,4.0,3.5,9.36,1,0,0,0,1,0,0,1
319,105,4.0,4.5,8.66,0,0,0,0,1,0,0,1
301,102,2.5,2.0,8.13,0,0,0,1,0,0,0,1
307,105,3.0,3.0,7.94,0,0,0,0,1,0,1,0
304,107,3.5,3.0,7.86,0,0,0,1,0,0,1,0
298,97,2.0,3.0,7.21,0,0,1,0,0,0,1,0
305,96,3.0,4.5,8.26,0,0,0,0,1,0,1,0
314,99,3.5,4.5,8.73,0,0,0,0,1,0,0,1
318,101,3.5,5.0,8.78,0,0,0,0,0,1,0,1
323,110,4.0,5.0,8.88,1,0,0,0,1,0,0,1
326,114,4.0,3.5,9.16,1,0,0,0,1,0,0,1
320,110,4.0,4.0,9.27,1,0,0,0,0,1,0,1
311,103,2.0,4.0,8.09,0,0,0,1,0,0,1,0
327,116,4.0,4.5,9.48,1,0,0,0,1,0,0,1
316,102,4.0,3.5,8.15,0,0,1,0,0,0,1,0
308,105,3.0,2.5,7.95,0,0,0,0,1,0,0,1
300,101,3.5,2.5,7.88,0,0,0,1,0,0,1,0
304,104,2.5,2.0,8.12,0,0,0,1,0,0,1,0
309,105,3.5,2.0,8.18,0,0,0,0,1,0,1,0
318,103,4.0,4.5,8.49,0,0,0,1,0,0,0,1
325,110,4.5,4.0,8.96,0,0,0,0,1,0,0,1
321,102,3.5,4.0,9.01,1,0,0,1,0,0,0,1
323,107,3.0,2.5,8.48,0,0,0,0,1,0,0,1
328,113,4.0,2.5,8.77,1,0,0,0,1,0,0,1
304,103,5.0,3.0,7.92,0,0,0,0,0,1,1,0
317,106,3.5,3.0,7.89,0,0,0,1,0,0,0,1
311,101,2.5,3.5,8.34,0,0,1,0,0,0,0,1
319,102,2.5,2.5,8.37,0,0,0,1,0,0,1,0
327,115,3.5,4.0,9.14,0,0,0,0,1,0,1,0
322,112,3.0,4.0,8.62,0,0,0,1,0,0,0,1
302,110,4.0,4.5,8.5,0,0,0,1,0,0,1,0
307,105,2.5,4.5,8.12,0,0,1,0,0,0,0,1
297,99,3.0,3.5,7.81,0,0,0,0,1,0,1,0
298,101,2.5,4.5,7.69,0,0,0,0,1,0,0,1
300,95,3.0,1.5,8.22,0,0,1,0,0,0,0,1
301,99,2.5,2.0,8.45,0,0,0,1,0,0,0,1
332,108,4.5,4.0,9.02,1,0,0,0,0,1,0,1
337,117,5.0,5.0,9.87,1,0,0,0,0,1,0,1
330,120,4.5,5.0,9.56,1,0,0,0,0,1,0,1
312,103,4.0,5.0,8.43,0,0,0,0,1,0,1,0
327,113,4.5,4.5,9.04,1,0,0,0,1,0,1,0
